Date,HSI,HSTECH,USDCNH,VHSI,BTC,HSI_norm,HSTECH_norm,USDCNH_norm,VHSI_norm,BTC_norm,Fused_macro,Fused_equal
2024-06-13,18112.630000,3739.140000,7.270000,20.580000,66773,0.293651,-0.190476,-0.523810,0.984127,0.690476,0.186746,0.250794
2024-06-14,17941.780000,3707.620000,7.270000,19.950000,66035,0.206349,-0.269841,-0.523810,0.992063,0.666667,0.142460,0.214286
2024-06-17,17936.120000,3709.350000,7.270000,20.080000,66499,0.198413,-0.253968,-0.523810,0.984127,0.682540,0.144921,0.217460
2024-06-18,17915.550000,3697.210000,7.270000,19.300000,65160,0.190476,-0.309524,-0.523810,0.992063,0.619048,0.122143,0.193651
2024-06-19,18430.390000,3832.320000,7.280000,20.240000,64981,0.452381,0.055556,-0.579365,0.968254,0.611111,0.259921,0.301587
2024-06-20,18335.320000,3767.880000,7.290000,20.120000,64854,0.412698,-0.071429,-0.674603,0.968254,0.603175,0.200635,0.247619
2024-06-21,18028.520000,3701.400000,7.290000,19.660000,64129,0.277778,-0.269841,-0.674603,0.984127,0.579365,0.118016,0.179365
2024-06-24,18027.710000,3677.510000,7.280000,20.150000,60293,0.277778,-0.341270,-0.563492,0.952381,0.396825,0.092381,0.144444
2024-06-25,18072.900000,3655.460000,7.290000,19.270000,61809,0.309524,-0.365079,-0.674603,0.992063,0.444444,0.086905,0.141270
2024-06-26,18089.930000,3689.680000,7.300000,18.860000,60849,0.333333,-0.309524,-0.769841,0.992063,0.404762,0.080794,0.130159
2024-06-27,17716.470000,3588.860000,7.300000,20.120000,61685,0.063492,-0.428571,-0.769841,0.936508,0.436508,-0.024524,0.047619
2024-06-28,17718.610000,3554.450000,7.300000,19.210000,60403,0.071429,-0.444444,-0.769841,0.984127,0.373016,-0.028175,0.042857
2024-07-02,17769.140000,3539.130000,7.310000,20.120000,62103,0.126984,-0.492063,-0.849206,0.920635,0.452381,-0.036587,0.031746
2024-07-03,17978.570000,3626.930000,7.300000,19.940000,60199,0.277778,-0.373016,-0.761905,0.952381,0.349206,0.038571,0.088889
2024-07-04,18028.280000,3649.670000,7.290000,19.810000,57026,0.317460,-0.341270,-0.634921,0.952381,0.325397,0.078492,0.123810
2024-07-05,17799.610000,3596.800000,7.290000,19.540000,56642,0.158730,-0.388889,-0.634921,0.960317,0.317460,0.023571,0.082540
2024-07-08,17524.060000,3566.630000,7.290000,20.390000,56725,-0.023810,-0.428571,-0.634921,0.865079,0.317460,-0.050556,0.019048
2024-07-09,17523.230000,3600.900000,7.290000,19.810000,58039,-0.023810,-0.373016,-0.634921,0.936508,0.333333,-0.025238,0.047619
2024-07-10,17471.670000,3600.490000,7.290000,19.790000,57747,-0.047619,-0.373016,-0.634921,0.944444,0.325397,-0.031905,0.042857
2024-07-11,17832.330000,3696.490000,7.270000,20.530000,57337,0.206349,-0.214286,-0.404762,0.841270,0.317460,0.103492,0.149206
2024-07-12,18293.380000,3782.080000,7.270000,21.130000,57885,0.500000,0.079365,-0.404762,0.801587,0.325397,0.245556,0.260317
2024-07-15,18015.940000,3672.580000,7.270000,21.500000,64782,0.341270,-0.261905,-0.404762,0.666667,0.595238,0.146270,0.187302
2024-07-16,17727.980000,3622.840000,7.290000,21.060000,65050,0.103175,-0.349206,-0.634921,0.809524,0.611111,0.038175,0.107937
2024-07-17,17739.410000,3640.880000,7.270000,20.810000,64089,0.142857,-0.317460,-0.396825,0.817460,0.555556,0.096746,0.160317
2024-07-18,17778.410000,3613.130000,7.280000,20.990000,63981,0.190476,-0.349206,-0.468254,0.801587,0.547619,0.085238,0.144444
2024-07-19,17417.680000,3536.540000,7.280000,20.360000,66677,-0.071429,-0.500000,-0.468254,0.857143,0.682540,0.007302,0.100000
2024-07-22,17635.880000,3610.710000,7.300000,21.100000,67554,0.047619,-0.341270,-0.761905,0.769841,0.738095,0.012063,0.090476
2024-07-23,17469.360000,3545.090000,7.290000,20.140000,65938,-0.039683,-0.468254,-0.626984,0.873016,0.626984,-0.014524,0.073016
2024-07-24,17311.050000,3491.200000,7.270000,20.330000,65371,-0.119048,-0.523810,-0.365079,0.849206,0.603175,-0.003730,0.088889
2024-07-25,17004.970000,3421.260000,7.240000,20.800000,65799,-0.269841,-0.682540,0.055556,0.793651,0.619048,-0.002698,0.103175
2024-07-26,17021.310000,3443.730000,7.260000,21.150000,67909,-0.261905,-0.634921,-0.230159,0.730159,0.769841,-0.034048,0.074603
2024-07-29,17238.340000,3466.600000,7.270000,20.790000,66799,-0.119048,-0.579365,-0.365079,0.793651,0.674603,-0.013571,0.080952
2024-07-30,17002.910000,3414.040000,7.240000,20.740000,66185,-0.269841,-0.682540,0.071429,0.793651,0.634921,0.002857,0.109524
2024-07-31,17344.600000,3516.870000,7.230000,20.590000,64626,-0.071429,-0.468254,0.150794,0.801587,0.515873,0.104762,0.185714
2024-08-01,17304.960000,3476.580000,7.250000,19.620000,65373,-0.087302,-0.531746,-0.087302,0.952381,0.571429,0.069683,0.163492
2024-08-02,16945.510000,3385.600000,7.160000,21.550000,61479,-0.293651,-0.730159,0.753968,0.555556,0.301587,0.036508,0.117460
2024-08-05,16698.360000,3339.420000,7.140000,26.060000,53979,-0.420635,-0.777778,0.880952,-0.674603,0.142857,-0.192460,-0.169841
2024-08-06,16647.340000,3342.520000,7.160000,23.680000,56058,-0.420635,-0.761905,0.746032,-0.126984,0.150794,-0.132619,-0.082540
2024-08-07,16877.860000,3382.420000,7.170000,22.110000,55121,-0.285714,-0.722222,0.706349,0.341270,0.142857,-0.025000,0.036508
2024-08-08,16891.830000,3366.680000,7.180000,22.810000,61700,-0.277778,-0.722222,0.634921,0.126984,0.317460,-0.043016,0.015873
2024-08-09,17090.230000,3436.800000,7.170000,21.570000,60851,-0.158730,-0.603175,0.706349,0.539683,0.261905,0.084365,0.149206
2024-08-12,17111.650000,3429.840000,7.180000,21.090000,59350,-0.126984,-0.611111,0.626984,0.714286,0.206349,0.093492,0.161905
2024-08-13,17174.060000,3429.690000,7.150000,21.060000,60595,-0.095238,-0.611111,0.825397,0.722222,0.230159,0.146825,0.214286
2024-08-14,17113.360000,3395.700000,7.150000,20.230000,58708,-0.111111,-0.674603,0.817460,0.849206,0.182540,0.138730,0.212698
2024-08-15,17109.140000,3384.380000,7.180000,19.460000,57535,-0.126984,-0.706349,0.611111,0.960317,0.150794,0.097937,0.177778
2024-08-16,17430.160000,3459.090000,7.160000,19.260000,58877,0.079365,-0.500000,0.738095,0.976190,0.182540,0.233651,0.295238
2024-08-19,17569.570000,3517.090000,7.130000,19.650000,59471,0.182540,-0.365079,0.936508,0.928571,0.198413,0.327143,0.376190
2024-08-20,17511.080000,3498.080000,7.110000,19.660000,59006,0.126984,-0.388889,0.992063,0.912698,0.174603,0.311508,0.363492
2024-08-21,17391.010000,3434.390000,7.130000,19.910000,61158,0.039683,-0.571429,0.920635,0.880952,0.261905,0.240952,0.306349
2024-08-22,17641.000000,3508.610000,7.150000,19.230000,60372,0.238095,-0.357143,0.785714,0.976190,0.206349,0.322619,0.369841
2024-08-23,17612.100000,3468.940000,7.110000,19.090000,64053,0.214286,-0.468254,0.984127,0.984127,0.468254,0.371667,0.436508
2024-08-26,17798.730000,3502.960000,7.120000,19.220000,62846,0.412698,-0.365079,0.944444,0.968254,0.357143,0.422937,0.463492
2024-08-27,17874.670000,3501.290000,7.120000,18.580000,59451,0.468254,-0.365079,0.936508,0.992063,0.158730,0.410714,0.438095
2024-08-28,17692.450000,3445.460000,7.130000,18.830000,59016,0.293651,-0.523810,0.888889,0.984127,0.134921,0.312619,0.355556
2024-08-29,17786.320000,3461.220000,7.090000,18.750000,59374,0.404762,-0.468254,0.992063,0.984127,0.150794,0.378968,0.412698
2024-08-30,17989.070000,3560.610000,7.090000,19.280000,59120,0.563492,-0.198413,0.984127,0.912698,0.126984,0.466905,0.477778
2024-09-02,17691.970000,3486.400000,7.120000,19.350000,59134,0.285714,-0.373016,0.912698,0.896825,0.134921,0.335238,0.371429
2024-09-03,17651.490000,3496.490000,7.120000,18.300000,57480,0.253968,-0.349206,0.904762,0.992063,0.047619,0.331190,0.369841
2024-09-04,17457.340000,3482.840000,7.110000,18.980000,57973,0.103175,-0.380952,0.960317,0.952381,0.071429,0.290714,0.341270
2024-09-05,17444.300000,3487.800000,7.090000,18.030000,56183,0.095238,-0.357143,0.976190,0.992063,-0.007937,0.290952,0.339683
2024-09-09,17196.960000,3436.750000,7.120000,19.060000,57050,-0.063492,-0.563492,0.880952,0.936508,0.015873,0.177302,0.241270
2024-09-10,17234.090000,3450.730000,7.130000,18.780000,57635,-0.023810,-0.500000,0.825397,0.960317,0.047619,0.199603,0.261905
2024-09-11,17108.710000,3450.920000,7.130000,19.250000,57339,-0.126984,-0.484127,0.817460,0.888889,0.023810,0.158333,0.223810
2024-09-12,17240.390000,3475.250000,7.120000,18.930000,58135,0.000000,-0.388889,0.873016,0.936508,0.079365,0.241429,0.300000
2024-09-13,17369.090000,3479.800000,7.100000,18.620000,60512,0.063492,-0.357143,0.968254,0.968254,0.198413,0.307857,0.368254
2024-09-16,17422.120000,3497.450000,7.100000,18.200000,58213,0.119048,-0.285714,0.960317,0.984127,0.071429,0.320873,0.369841
2024-09-17,17660.020000,3536.570000,7.110000,18.650000,60309,0.333333,-0.198413,0.928571,0.952381,0.174603,0.404444,0.438095
2024-09-19,18013.160000,3651.560000,7.070000,19.340000,62939,0.658730,0.055556,0.992063,0.817460,0.373016,0.573651,0.579365
2024-09-20,18258.570000,3703.840000,7.040000,18.890000,63201,0.793651,0.214286,0.992063,0.912698,0.388889,0.663016,0.660317
2024-09-23,18247.110000,3698.270000,7.060000,18.550000,63332,0.785714,0.174603,0.984127,0.968254,0.388889,0.658810,0.660317
2024-09-24,19000.560000,3915.580000,7.010000,21.850000,64257,0.944444,0.706349,0.992063,0.222222,0.484127,0.724206,0.669841
2024-09-25,19129.100000,3924.450000,7.030000,22.140000,63157,0.960317,0.738095,0.984127,0.095238,0.357143,0.695952,0.626984
2024-09-26,19924.580000,4209.710000,6.970000,27.320000,65176,1.000000,1.000000,0.992063,-0.952381,0.547619,0.637698,0.517460
2024-09-27,20632.300000,4453.240000,6.980000,31.240000,65776,1.000000,1.000000,0.984127,-1.000000,0.587302,0.634921,0.514286
2024-09-30,21133.680000,4751.810000,7.000000,32.660000,63339,1.000000,1.000000,0.976190,-1.000000,0.365079,0.600000,0.468254
2024-10-02,22443.730000,5157.080000,7.040000,40.990000,60646,1.000000,1.000000,0.944444,-1.000000,0.142857,0.560317,0.417460
2024-10-03,22113.510000,4978.640000,7.050000,38.390000,60751,0.992063,0.992063,0.936508,-0.992063,0.150794,0.557143,0.415873
2024-10-04,22736.870000,5227.130000,7.100000,40.080000,62081,1.000000,1.000000,0.873016,-0.992063,0.253968,0.563889,0.426984
2024-10-07,23099.780000,5386.480000,7.070000,44.500000,62246,1.000000,1.000000,0.912698,-1.000000,0.261905,0.571825,0.434921
2024-10-08,20926.790000,4695.810000,7.070000,40.100000,62157,0.960317,0.960317,0.904762,-0.984127,0.253968,0.551587,0.419048
2024-10-09,20637.240000,4640.750000,7.090000,39.590000,60629,0.952381,0.952381,0.873016,-0.968254,0.103175,0.521032,0.382540
2024-10-10,21251.980000,4736.100000,7.080000,39.600000,60316,0.968254,0.960317,0.896825,-0.968254,0.063492,0.526032,0.384127
2024-10-14,21092.870000,4668.180000,7.100000,34.800000,66082,0.952381,0.944444,0.833333,-0.944444,0.626984,0.593492,0.482540
2024-10-15,20318.790000,4450.950000,7.140000,31.270000,67078,0.920635,0.920635,0.595238,-0.928571,0.698413,0.544841,0.441270
2024-10-16,20286.850000,4402.370000,7.140000,31.470000,67618,0.912698,0.912698,0.587302,-0.928571,0.738095,0.545238,0.444444
2024-10-17,20079.100000,4349.770000,7.140000,30.220000,67418,0.904762,0.904762,0.579365,-0.904762,0.706349,0.538492,0.438095
2024-10-18,20804.110000,4600.850000,7.120000,32.770000,68423,0.936508,0.928571,0.714286,-0.936508,0.817460,0.591508,0.492063
2024-10-21,20478.460000,4491.900000,7.140000,31.300000,67371,0.912698,0.920635,0.563492,-0.912698,0.690476,0.537460,0.434921
2024-10-22,20498.950000,4521.630000,7.130000,31.170000,67427,0.912698,0.920635,0.642857,-0.888889,0.698413,0.558095,0.457143
2024-10-23,20760.150000,4605.620000,7.140000,32.090000,66664,0.928571,0.928571,0.547619,-0.920635,0.603175,0.526190,0.417460
2024-10-24,20489.620000,4483.990000,7.120000,31.940000,68192,0.896825,0.896825,0.706349,-0.912698,0.777778,0.569444,0.473016
2024-10-25,20590.150000,4538.030000,7.130000,33.540000,66697,0.904762,0.912698,0.626984,-0.936508,0.603175,0.529524,0.422222
2024-10-28,20599.360000,4574.070000,7.140000,32.660000,69954,0.904762,0.912698,0.523810,-0.920635,0.888889,0.554127,0.461905
2024-10-29,20701.140000,4623.840000,7.140000,32.890000,72730,0.920635,0.928571,0.515873,-0.928571,0.992063,0.574762,0.485714
2024-10-30,20380.640000,4513.680000,7.120000,32.940000,72348,0.857143,0.880952,0.698413,-0.928571,0.984127,0.581825,0.498413
2024-10-31,20317.330000,4499.150000,7.120000,32.500000,70282,0.841270,0.873016,0.690476,-0.888889,0.896825,0.566905,0.482540
2024-11-01,20506.430000,4483.910000,7.140000,32.780000,69507,0.880952,0.849206,0.492063,-0.912698,0.849206,0.522381,0.431746
2024-11-04,20567.520000,4532.180000,7.110000,32.320000,67849,0.880952,0.888889,0.793651,-0.873016,0.698413,0.574762,0.477778
2024-11-05,21006.970000,4693.850000,7.100000,33.280000,69374,0.944444,0.944444,0.825397,-0.928571,0.817460,0.620635,0.520635
2024-11-06,20538.380000,4574.500000,7.200000,31.610000,75586,0.865079,0.896825,0.007937,-0.841270,1.000000,0.464921,0.385714
2024-11-07,20953.340000,4677.640000,7.150000,32.380000,75869,0.936508,0.936508,0.388889,-0.865079,1.000000,0.566270,0.479365
2024-11-08,20728.190000,4668.260000,7.200000,30.900000,76517,0.904762,0.928571,-0.007937,-0.785714,1.000000,0.488175,0.407937
2024-11-11,20426.930000,4651.710000,7.230000,25.280000,88664,0.809524,0.912698,-0.293651,-0.531746,1.000000,0.438968,0.379365
2024-11-12,19846.880000,4456.860000,7.240000,25.070000,87941,0.753968,0.793651,-0.365079,-0.507937,0.992063,0.385317,0.333333
2024-11-13,19823.450000,4455.670000,7.240000,25.060000,90422,0.746032,0.785714,-0.373016,-0.500000,1.000000,0.382143,0.331746
2024-11-14,19435.810000,4318.320000,7.250000,25.190000,87294,0.722222,0.746032,-0.547619,-0.515873,0.976190,0.325873,0.276190
2024-11-15,19426.340000,4327.840000,7.240000,26.160000,91047,0.714286,0.746032,-0.380952,-0.619048,1.000000,0.345079,0.292063
2024-11-18,19576.610000,4341.530000,7.220000,24.890000,90479,0.730159,0.746032,-0.261905,-0.468254,0.992063,0.394762,0.347619
2024-11-19,19663.670000,4395.040000,7.230000,23.370000,92239,0.738095,0.753968,-0.309524,-0.174603,1.000000,0.434444,0.401587
2024-11-20,19705.010000,4413.080000,7.250000,22.770000,94304,0.738095,0.761905,-0.579365,-0.055556,1.000000,0.400079,0.373016
2024-11-21,19601.110000,4358.150000,7.250000,22.260000,98375,0.714286,0.738095,-0.587302,0.087302,1.000000,0.408016,0.390476
2024-11-22,19229.970000,4246.200000,7.260000,22.360000,98930,0.666667,0.698413,-0.714286,0.055556,1.000000,0.355794,0.341270
2024-11-25,19150.990000,4235.310000,7.240000,21.990000,93064,0.642857,0.690476,-0.404762,0.174603,0.976190,0.423571,0.415873
2024-11-26,19159.200000,4221.990000,7.260000,21.590000,91978,0.642857,0.682540,-0.714286,0.309524,0.960317,0.377778,0.376190
2024-11-27,19603.130000,4374.440000,7.240000,23.400000,95887,0.714286,0.738095,-0.404762,-0.214286,0.984127,0.396905,0.363492
2024-11-28,19366.960000,4307.750000,7.250000,23.240000,95646,0.658730,0.690476,-0.579365,-0.190476,0.976190,0.338333,0.311111
2024-11-29,19423.610000,4353.550000,7.250000,22.990000,97438,0.666667,0.722222,-0.579365,-0.158730,0.984127,0.353492,0.326984
2024-12-02,19550.290000,4405.950000,7.280000,22.920000,95847,0.682540,0.753968,-0.873016,-0.134921,0.968254,0.307381,0.279365
2024-12-03,19746.320000,4417.990000,7.300000,23.310000,95899,0.738095,0.761905,-0.992063,-0.222222,0.976190,0.288968,0.252381
2024-12-04,19742.460000,4404.040000,7.280000,23.270000,98636,0.730159,0.738095,-0.865079,-0.214286,0.992063,0.310476,0.276190
2024-12-05,19560.440000,4370.220000,7.260000,22.080000,96971,0.674603,0.706349,-0.690476,0.103175,0.968254,0.366905,0.352381
2024-12-06,19865.850000,4464.650000,7.280000,22.550000,99761,0.753968,0.793651,-0.865079,-0.055556,1.000000,0.354365,0.325397
2024-12-09,20414.090000,4656.800000,7.270000,26.320000,97359,0.801587,0.912698,-0.809524,-0.642857,0.960317,0.310952,0.244444
2024-12-10,20311.280000,4591.940000,7.260000,26.500000,96600,0.769841,0.865079,-0.674603,-0.650794,0.944444,0.315000,0.250794
2024-12-11,20155.050000,4531.580000,7.280000,24.660000,101126,0.753968,0.825397,-0.865079,-0.436508,1.000000,0.304206,0.255556
2024-12-12,20397.050000,4600.820000,7.270000,25.380000,100010,0.793651,0.865079,-0.801587,-0.507937,0.992063,0.324841,0.268254
2024-12-13,19971.240000,4479.600000,7.280000,21.880000,101426,0.730159,0.761905,-0.865079,0.206349,1.000000,0.380000,0.366667
2024-12-16,19795.490000,4414.700000,7.290000,21.480000,106058,0.690476,0.706349,-0.944444,0.365079,1.000000,0.364603,0.363492
2024-12-17,19700.480000,4389.080000,7.290000,20.750000,106139,0.658730,0.658730,-0.944444,0.555556,1.000000,0.373810,0.385714
2024-12-18,19864.550000,4468.850000,7.320000,21.050000,100198,0.706349,0.753968,-1.000000,0.507937,0.968254,0.385079,0.387302
2024-12-19,19752.510000,4439.470000,7.310000,21.270000,97466,0.674603,0.706349,-0.992063,0.404762,0.920635,0.344683,0.342857
2024-12-20,19720.700000,4444.190000,7.290000,20.920000,97796,0.650794,0.706349,-0.928571,0.515873,0.920635,0.367381,0.373016
2024-12-23,19883.130000,4457.850000,7.310000,21.150000,94852,0.714286,0.738095,-0.992063,0.436508,0.841270,0.355635,0.347619
2024-12-24,20098.290000,4507.650000,7.310000,21.330000,98668,0.738095,0.793651,-0.992063,0.380952,0.936508,0.380476,0.371429
2024-12-27,20090.460000,4538.590000,7.300000,21.530000,94276,0.730159,0.833333,-0.960317,0.277778,0.817460,0.360000,0.339683
2024-12-30,20041.420000,4500.600000,7.310000,22.330000,92780,0.714286,0.777778,-0.992063,-0.031746,0.801587,0.288175,0.253968
2024-12-31,20059.950000,4468.110000,7.330000,22.350000,93557,0.714286,0.722222,-1.000000,-0.031746,0.809524,0.275556,0.242857
2025-01-02,19623.320000,4357.530000,7.340000,22.590000,96960,0.571429,0.563492,-1.000000,-0.119048,0.873016,0.197063,0.177778
2025-01-03,19760.270000,4403.120000,7.360000,22.240000,98168,0.634921,0.611111,-1.000000,0.015873,0.912698,0.251508,0.234921
2025-01-06,19688.290000,4395.080000,7.350000,22.280000,102249,0.579365,0.595238,-0.992063,-0.007937,0.984127,0.241190,0.231746
2025-01-07,19447.580000,4354.800000,7.340000,23.240000,96930,0.500000,0.539683,-0.984127,-0.261905,0.849206,0.150000,0.128571
2025-01-08,19279.840000,4307.400000,7.350000,23.160000,95067,0.452381,0.484127,-0.992063,-0.246032,0.801587,0.118095,0.100000
2025-01-09,19240.890000,4311.540000,7.350000,22.780000,92540,0.444444,0.492063,-0.992063,-0.166667,0.746032,0.121190,0.104762
2025-01-10,19064.290000,4260.820000,7.360000,22.800000,94724,0.373016,0.468254,-1.000000,-0.166667,0.785714,0.100317,0.092063
2025-01-13,18874.140000,4221.920000,7.350000,23.460000,94536,0.349206,0.436508,-0.984127,-0.293651,0.777778,0.069603,0.057143
2025-01-14,19219.780000,4352.040000,7.340000,24.140000,96542,0.420635,0.523810,-0.952381,-0.396825,0.833333,0.108016,0.085714
2025-01-15,19286.070000,4363.790000,7.350000,23.460000,100500,0.452381,0.555556,-0.984127,-0.285714,0.960317,0.153254,0.139683
2025-01-16,19522.890000,4417.370000,7.350000,22.470000,100005,0.500000,0.642857,-0.984127,-0.039683,0.936508,0.219127,0.211111
2025-01-17,19584.060000,4479.190000,7.340000,22.470000,104085,0.531746,0.730159,-0.936508,-0.039683,0.984127,0.263889,0.253968
2025-01-20,19925.810000,4595.200000,7.260000,24.260000,102198,0.690476,0.857143,-0.476190,-0.404762,0.968254,0.371190,0.326984
2025-01-21,20106.550000,4693.720000,7.270000,24.500000,106157,0.738095,0.936508,-0.619048,-0.412698,1.000000,0.376984,0.328571
2025-01-22,19778.770000,4581.090000,7.280000,21.860000,103685,0.619048,0.833333,-0.690476,0.190476,0.968254,0.392381,0.384127
2025-01-23,19700.560000,4515.480000,7.290000,21.550000,103912,0.563492,0.769841,-0.793651,0.277778,0.968254,0.355317,0.357143
2025-01-24,20066.190000,4657.610000,7.240000,22.390000,104862,0.706349,0.904762,-0.103175,-0.000000,0.976190,0.522619,0.496825
2025-01-27,20197.770000,4687.340000,7.250000,24.240000,102092,0.746032,0.928571,-0.293651,-0.388889,0.928571,0.435397,0.384127
2025-01-28,20225.110000,4723.630000,7.270000,24.590000,101349,0.746032,0.952381,-0.603175,-0.436508,0.912698,0.369206,0.314286
2025-02-03,20217.260000,4737.460000,7.310000,25.940000,101337,0.738095,0.960317,-0.888889,-0.579365,0.904762,0.288968,0.226984
2025-02-04,20789.960000,4977.380000,7.290000,27.520000,97793,0.912698,0.968254,-0.785714,-0.746032,0.801587,0.319762,0.230159
2025-02-05,20597.090000,4930.200000,7.280000,26.030000,96595,0.857143,0.960317,-0.666667,-0.587302,0.738095,0.340556,0.260317
2025-02-06,20891.620000,5059.380000,7.290000,25.180000,96569,0.920635,0.976190,-0.785714,-0.484127,0.730159,0.352302,0.271429
2025-02-07,21133.540000,5150.350000,7.300000,25.580000,96514,0.952381,0.976190,-0.841270,-0.547619,0.714286,0.338175,0.250794
2025-02-10,21521.980000,5286.660000,7.310000,26.930000,97435,0.968254,0.992063,-0.888889,-0.690476,0.777778,0.324683,0.231746
2025-02-11,21294.860000,5142.310000,7.310000,25.480000,95772,0.960317,0.960317,-0.888889,-0.531746,0.674603,0.323810,0.234921
2025-02-12,21857.920000,5281.180000,7.310000,26.860000,97881,0.968254,0.984127,-0.888889,-0.674603,0.809524,0.330079,0.239683
2025-02-13,21814.370000,5235.280000,7.270000,27.490000,96610,0.960317,0.976190,-0.539683,-0.738095,0.730159,0.374524,0.277778
2025-02-14,22620.330000,5526.220000,7.260000,29.540000,97505,0.984127,1.000000,-0.373016,-0.769841,0.785714,0.423333,0.325397
2025-02-17,22616.230000,5499.260000,7.260000,29.410000,95781,0.976190,0.992063,-0.373016,-0.761905,0.650794,0.400317,0.296825
2025-02-18,22976.810000,5639.050000,7.270000,29.050000,95638,0.992063,1.000000,-0.539683,-0.753968,0.626984,0.370794,0.265079
2025-02-19,22944.240000,5672.240000,7.280000,27.160000,96645,0.984127,1.000000,-0.626984,-0.682540,0.722222,0.376111,0.279365
2025-02-20,22576.980000,5500.020000,7.230000,26.740000,98310,0.952381,0.976190,0.126984,-0.650794,0.817460,0.531825,0.444444
2025-02-21,23477.920000,5859.300000,7.250000,28.440000,96156,1.000000,1.000000,-0.182540,-0.746032,0.658730,0.450397,0.346032
2025-02-24,23341.610000,5789.520000,7.250000,29.020000,91509,0.992063,0.992063,-0.182540,-0.746032,0.500000,0.422619,0.311111
2025-02-25,23034.020000,5698.820000,7.250000,28.100000,88686,0.976190,0.984127,-0.182540,-0.730159,0.468254,0.414048,0.303175
2025-02-26,23787.930000,5953.790000,7.260000,29.100000,84213,1.000000,1.000000,-0.357143,-0.753968,0.436508,0.380952,0.265079
2025-02-27,23718.290000,5881.010000,7.300000,29.050000,84715,0.992063,0.992063,-0.817460,-0.746032,0.436508,0.286111,0.171429
2025-02-28,22941.320000,5568.140000,7.290000,30.350000,84381,0.936508,0.944444,-0.746032,-0.777778,0.428571,0.268413,0.157143
2025-03-03,23006.270000,5535.860000,7.300000,28.590000,86210,0.952381,0.936508,-0.817460,-0.714286,0.436508,0.267540,0.158730
2025-03-04,22941.770000,5535.640000,7.250000,27.880000,87266,0.928571,0.928571,-0.150794,-0.690476,0.436508,0.396032,0.290476
2025-03-05,23594.210000,5757.940000,7.240000,27.230000,90612,0.984127,0.968254,0.079365,-0.658730,0.484127,0.478254,0.371429
2025-03-06,24369.710000,6068.770000,7.240000,28.860000,89931,1.000000,1.000000,0.079365,-0.714286,0.460317,0.477778,0.365079
2025-03-07,24231.300000,6037.440000,7.240000,28.720000,86531,0.992063,0.992063,0.079365,-0.706349,0.412698,0.467857,0.353968
2025-03-10,23783.490000,5885.490000,7.260000,27.610000,78576,0.976190,0.976190,-0.333333,-0.666667,0.373016,0.377381,0.265079
2025-03-11,23782.140000,5967.230000,7.230000,27.660000,82921,0.968254,0.984127,0.222222,-0.666667,0.373016,0.488016,0.376190
2025-03-12,23600.310000,5845.360000,7.240000,27.160000,83664,0.952381,0.944444,0.087302,-0.619048,0.373016,0.455000,0.347619
2025-03-13,23462.650000,5747.770000,7.250000,26.120000,81100,0.928571,0.920635,-0.142857,-0.555556,0.357143,0.404206,0.301587
2025-03-14,23959.980000,5880.780000,7.240000,26.470000,83977,0.984127,0.952381,0.095238,-0.571429,0.373016,0.474365,0.366667
2025-03-17,24145.570000,5872.810000,7.230000,26.770000,84019,0.984127,0.944444,0.246032,-0.587302,0.373016,0.500397,0.392063
2025-03-18,24740.570000,6105.500000,7.230000,26.950000,82719,1.000000,1.000000,0.246032,-0.603175,0.341270,0.509921,0.396825
2025-03-19,24771.140000,6041.190000,7.230000,25.480000,86841,1.000000,0.984127,0.246032,-0.492063,0.412698,0.533810,0.430159
2025-03-20,24219.950000,5836.280000,7.250000,24.650000,84208,0.968254,0.904762,-0.142857,-0.412698,0.365079,0.434444,0.336508
2025-03-21,23689.720000,5639.560000,7.260000,24.110000,84073,0.912698,0.857143,-0.333333,-0.357143,0.357143,0.377460,0.287302
2025-03-24,23905.560000,5736.830000,7.260000,24.280000,87490,0.944444,0.873016,-0.333333,-0.388889,0.428571,0.395794,0.304762
2025-03-25,23344.250000,5517.520000,7.260000,23.860000,87404,0.865079,0.801587,-0.333333,-0.309524,0.420635,0.368571,0.288889
2025-03-26,23483.320000,5573.040000,7.280000,24.220000,86912,0.880952,0.833333,-0.603175,-0.365079,0.396825,0.314127,0.228571
2025-03-27,23578.800000,5589.120000,7.270000,24.480000,87228,0.880952,0.833333,-0.500000,-0.388889,0.396825,0.331190,0.244444
2025-03-28,23426.600000,5506.470000,7.270000,23.920000,84410,0.849206,0.777778,-0.500000,-0.293651,0.349206,0.317222,0.236508
2025-03-31,23119.580000,5394.720000,7.260000,24.930000,82549,0.825397,0.753968,-0.309524,-0.428571,0.269841,0.311270,0.222222
2025-04-01,23206.840000,5407.380000,7.280000,24.140000,85164,0.825397,0.753968,-0.603175,-0.341270,0.357143,0.278730,0.198413
2025-04-02,23202.530000,5426.440000,7.290000,24.180000,82525,0.817460,0.753968,-0.738095,-0.341270,0.253968,0.234048,0.149206
2025-04-03,22849.810000,5313.260000,7.280000,24.780000,83159,0.746032,0.722222,-0.595238,-0.412698,0.277778,0.228492,0.147619
2025-04-07,19828.300000,4401.510000,7.340000,47.000000,79163,0.261905,0.174603,-0.936508,-1.000000,0.230159,-0.191032,-0.253968
2025-04-08,20127.680000,4568.380000,7.420000,39.130000,76313,0.373016,0.436508,-1.000000,-0.944444,0.206349,-0.110238,-0.185714
